Acc. No.,Tree No.,Site name,Site abb.,Latitude,Longitude,Elevation (m),Days to germ
490,3,PEACH TREE ROAD,PT,36.14749,-120.75760,439,75
491,1,PEACH TREE ROAD,PT,36.15414,-120.76552,440,61
324,12,Laytonville,LAY,39.65133,-123.48377,509,82
325,8,Laytonville,LAY,39.65170,-123.48409,509,96
462,15,Ojai,OJAI,34.44140,-119.24530,230,late germ
242,2,HASTINGS RESERVE,HAS,36.38109,-121.55293,629,89
245,12,HASTINGS RESERVE,HAS,36.38061,-121.55290,634,75
600,9,Sunol,SUN,37.60109,-121.87374,81,103
150,2,Cottonwood,CTW,40.36754,-122.29123,132,69
149,6,Cottonwood,CTW,40.36757,-122.28863,134,69
665,4,York Mountain Road ,YORK,35.55022,-120.79166,253,89
667,8,York Mountain Road ,YORK,35.55230,-120.77992,285,96
461,1,Ojai,OJAI,34.44189,-119.24474,231,89
286,11,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.80846,-120.67199,289,96
284,9,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78269,-120.68856,225,69
187,7,Dry Creek,DRY,37.64508,-120.84779,37,82
544,8,Restoration Oaks Ranch,RO,34.55380,-120.19004,195,89
538,1,Restoration Oaks Ranch,RO,34.55213,-120.18814,195,103
561,3,SANTA MARGARITA,SMAR,,,,82
564,7,SANTA MARGARITA,SMAR,35.34739,-120.53631,347,96
13,1,Angels Camp (a.k.a 102),ANG,38.05104,-120.62301,448,82
9,6,Angels Camp (a.k.a 102),ANG,38.05775,-120.62022,454,96
116,4,"Cordon Ridge, 1200 m",CR12,35.00527,-118.66647,1232,82
382,3,Meridian,MRD,39.18715,-121.92740,12,69
378,10,Meridian,MRD,39.18717,-121.89950,9,110
362,5,McLaughlin,MCL,38.87170,-122.42196,645,82
364,2,McLaughlin,MCL,38.86956,-122.42264,638,69
212,3,FORT HUNTER LIGGETT,FHL,35.97635,-121.23721,315,54
206,10,FORT HUNTER LIGGETT,FHL,35.97960,-121.23371,293,89
666,14,York Mountain Road ,YORK,35.55196,-120.77879,284,96
667,13,York Mountain Road ,YORK,35.55230,-120.77992,285,117
24,12,Bear River,BER,39.00045,-121.10773,412,89
138,6,"Cordon Ridge, 900 m",CR9,35.00508,-118.69288,906,96
142,6,"Cordon Ridge, 900 m",CR9,35.00485,-118.69115,946,69
649,10,Williams,WIL,38.99365,-122.35313,319,late germ
55,5,Caswell Memorial SP,CAS,37.70627,-121.17850,34,69
59,11,Caswell Memorial SP,CAS,37.69561,-121.18295,18,69
437,11,Napa,NAP,38.33479,-122.26407,25,75
438,3,Napa,NAP,38.33403,-122.26485,26,82
650,6,Willits,WLT,39.41081,-123.34682,418,82
307,10,Jasper Ridge,JAS,37.40614,-122.24220,130,82
306,2,Jasper Ridge,JAS,37.40317,-122.24360,123,75
390,1,Middle Creek CG,MCK,39.24419,-122.94749,440,75
387,7,Middle Creek CG,MCK,39.25372,-122.95055,444,82
157,1,COTTONWOOD CANYON ROAD,COT,34.99284,-119.88912,626,75
159,12,COTTONWOOD CANYON ROAD,COT,34.99191,-119.88871,629,124
551,12,Round Valley,ROV,39.75859,-123.23914,427,75
552,10,Round Valley,ROV,39.75847,-123.23589,425,110
335,13,Madera Transect,MAD,36.97174,-119.36790,582,75
336,9,Madera Transect,MAD,36.97169,-119.36787,586,89
166,3,Cottonwood Drainage,CD16,34.97554,-118.59336,1643,110
169,3,Cottonwood Drainage,CD16,34.97496,-118.59283,1636,96
432,11,Mt. Hamilton Mid,HAMm,37.32615,-121.67009,665,174
482,11,Paynes Creek,PAY,40.31253,-121.99419,317,82
477,10,Paynes Creek,PAY,40.30678,-122.08433,184,89
194,6,Dunlap,DUN,36.74241,-119.14307,560,82
191,10,Dunlap,DUN,36.74553,-119.15846,530,82
35,15,Blue Oak Ranch (a.k.a BORR),BLU,37.35788,-121.72672,467,110
39,11,Blue Oak Ranch (a.k.a. BORR),BLU,37.35664,-121.72643,493,89
205,11,Folsom,FOL,38.63287,-121.21438,62,82
199,10,Folsom,FOL,38.63540,-121.23470,31,96
316,4,Kingsburg,KIN,36.46237,-119.55080,86,89
503,1,PINNACLES NM,PIN,36.49208,-121.14788,321,61
507,11,PINNACLES NM,PIN,36.49009,-121.15030,311,82
80,2,Chews Ridge,CHW,36.34367,-121.58124,1072,54
79,3,Chews Ridge,CHW,36.34445,-121.58033,1058,96
412,6,Morgan Hill,MOH,37.14795,-121.69316,109,82
408,11,Morgan Hill,MOH,37.16542,-121.71516,85,82
20,2,Bakersfield Natl Cemetary,BNC,35.25663,-118.66744,592,61
393,5,Middletown,MDT,38.75961,-122.60428,332,110
394,9,Middletown,MDT,38.76043,-122.60432,332,145
253,1,Healdsburg,HEA,38.61300,-122.83650,53,49
247,3,Healdsburg,HEA,38.61356,-122.82802,67,82
592,5,Springville,SPR,36.04523,-118.85690,239,61
591,14,Springville,SPR,,,,124
65,7,Centerville,CEN,36.74577,-119.47493,127,96
69,7,Centerville,CEN,36.75334,-119.46474,129,61
287,13,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81006,-120.67004,286,82
288,2,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81143,-120.66812,284,49
494,6,Penn Valley,PEN,39.20340,-121.19019,422,75
492,1,Penn Valley,PEN,39.20405,-121.17821,428,75
660,4,Woodson Bridge SRA/Tehama CP,WOO,39.91110,-122.09122,55,82
663,12,Woodson Bridge SRA/Tehama CP,WOO,39.91288,-122.08720,55,117
214,6,Fort Tejon State Park,FT,34.87458,-118.89292,973,82
218,1,Fort Tejon State Park,FT,34.87377,-118.89568,980,89
489,9,PEACH TREE ROAD,PT,36.13396,-120.74679,450,
485,8,PEACH TREE ROAD,PT,36.14391,-120.75369,442,138
323,8,Laytonville,LAY,39.65154,-123.48087,512,96
319,15,Laytonville,LAY,39.68850,-123.48817,493,124
464,4,Ojai,OJAI,34.44401,-119.22274,241,75
238,10,HASTINGS RESERVE,HAS,36.38783,-121.54967,542,96
243,8,HASTINGS RESERVE,HAS,36.38140,-121.55375,607,89
605,16,Sunol,SUN,37.59867,-121.87535,85,69
155,6,Cottonwood,CTW,40.36018,-122.30750,132,75
156,8,Cottonwood,CTW,40.36029,-122.31100,131,89
669,9,York Mountain Road ,YORK,35.55177,-120.77532,272,89
672,6,York Mountain Road ,YORK,35.55676,-120.77053,297,82
464,9,Ojai,OJAI,34.44401,-119.22274,241,75
285,13,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78423,-120.68629,227,138
288,10,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81143,-120.66812,284,69
188,3,Dry Creek,DRY,37.64557,-120.84800,35,82
543,1,Restoration Oaks Ranch,RO,34.55312,-120.19014,208,82
537,7,Restoration Oaks Ranch,RO,34.55227,-120.19056,186,82
563,6,SANTA MARGARITA,SMAR,35.35170,-120.53426,357,89
562,16,SANTA MARGARITA,SMAR,35.35228,-120.53825,344,110
12,10,Angels Camp (a.k.a 102),ANG,38.05101,-120.62324,448,89
10,6,Angels Camp (a.k.a 102),ANG,38.05320,-120.62196,452,82
119,2,"Cordon Ridge, 1200 m",CR12,35.00553,-118.66542,1242,89
379,2,Meridian,MRD,39.18721,-121.90054,9,75
377,2,Meridian,MRD,39.18717,-121.89928,3,75
366,12,McLaughlin,MCL,38.87017,-122.42335,639,82
360,9,McLaughlin,MCL,38.87351,-122.42492,620,89
211,3,FORT HUNTER LIGGETT,FHL,35.97619,-121.23695,313,69
213,1,FORT HUNTER LIGGETT,FHL,35.97662,-121.23687,315,54
670,6,York Mountain Road ,YORK,35.54924,-120.78675,282,82
671,1,York Mountain Road ,YORK,35.54896,-120.78661,281,54
25,8,Bear River,BER,39.03464,-121.09885,444,82
137,12,"Cordon Ridge, 900 m",CR9,35.00495,-118.69306,905,110
141,15,"Cordon Ridge, 900 m",CR9,35.00425,-118.69169,930,82
648,10,Williams,WIL,39.00279,-122.35436,325,82
60,2,Caswell Memorial SP,CAS,37.69556,-121.18165,15,49
58,13,Caswell Memorial SP,CAS,37.69557,-121.18346,19,75
434,15,Napa,NAP,38.27742,-122.25249,44,129
652,1,Willits,WLT,39.38401,-123.34169,434,82
654,1,Willits,WLT,39.38618,-123.34067,431,82
303,14,Jasper Ridge,JAS,37.40427,-122.24041,117,110
309,3,Jasper Ridge,JAS,37.40536,-122.23953,121,75
391,7,Middle Creek CG,MCK,39.24288,-122.94722,440,82
384,2,Middle Creek CG,MCK,,,,82
161,6,COTTONWOOD CANYON ROAD,COT,34.99176,-119.88843,618,75
162,4,COTTONWOOD CANYON ROAD,COT,34.99233,-119.88839,613,89
545,14,Round Valley,ROV,39.74843,-123.24821,437,82
548,10,Round Valley,ROV,39.75122,-123.24845,435,103
338,2,Madera Transect,MAD,36.97367,-119.36785,581,82
341,1,Madera Transect,MAD,36.96899,-119.24723,601,61
170,8,Cottonwood Drainage,CD16,34.97511,-118.59252,1637,89
165,7,Cottonwood Drainage,CD16,34.97555,-118.59370,1645,89
430,9,Mt. Hamilton Mid,HAMm,37.32642,-121.66903,688,89
476,13,Paynes Creek,PAY,40.30689,-122.08433,184,117
481,8,Paynes Creek,PAY,40.31295,-121.99838,316,89
197,15,Dunlap,DUN,36.74153,-119.13903,556,82
195,12,Dunlap,DUN,36.74229,-119.14274,558,69
41,12,Blue Oak Ranch (a.k.a. BORR),BLU,37.35048,-121.73142,521,96
40,14,Blue Oak Ranch (a.k.a. BORR),BLU,37.35782,-121.72746,476,75
204,8,Folsom,FOL,38.63335,-121.21446,45,82
201,5,Folsom,FOL,38.63376,-121.21562,48,69
318,11,Kingsburg,KIN,36.49160,-119.53883,90,124
502,6,PINNACLES NM,PIN,36.49292,-121.14680,323,96
506,15,PINNACLES NM,PIN,36.49274,-121.14737,322,110
82,5,Chews Ridge,CHW,36.34082,-121.58023,1096,61
78,12,Chews Ridge,CHW,36.34520,-121.58087,1045,89
414,2,Morgan Hill,MOH,37.12965,-121.70267,159,82
415,1,Morgan Hill,MOH,37.12977,-121.70248,159,49
16,8,Bakersfield Natl Cemetary,BNC,35.25503,-118.67350,603,89
397,13,Middletown,MDT,38.76043,-122.60333,332,131
396,1,Middletown,MDT,38.76055,-122.60381,332,61
248,9,Healdsburg,HEA,38.61417,-122.82976,47,82
249,12,Healdsburg,HEA,38.61418,-122.82966,37,89
590,5,Springville,SPR,36.09187,-118.81484,267,75
586,10,Springville,SPR,36.08004,-118.89775,225,110
66,9,Centerville,CEN,36.74719,-119.47302,125,61
70,11,Centerville,CEN,36.75656,-119.46008,130,54
283,15,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77914,-120.69231,222,124
285,12,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78423,-120.68629,227,138
497,2,Penn Valley,PEN,39.20263,-121.18562,423,96
499,14,Penn Valley,PEN,39.20129,-121.18902,420,96
658,5,Woodson Bridge SRA/Tehama CP,WOO,39.91040,-122.09136,54,89
664,4,Woodson Bridge SRA/Tehama CP,WOO,39.91839,-122.08546,62,82
219,11,Fort Tejon State Park,FT,34.87317,-118.89433,975,103
221,2,Fort Tejon State Park,FT,34.87413,-118.89376,973,49
486,4,PEACH TREE ROAD,PT,36.14350,-120.75339,440,69
484,11,PEACH TREE ROAD,PT,36.13808,-120.75002,445,96
320,7,Laytonville,LAY,39.74600,-123.52422,457,103
321,3,Laytonville,LAY,39.67215,-123.48067,500,103
463,14,Ojai,OJAI,34.45443,-119.23152,245,117
239,3,HASTINGS RESERVE,HAS,36.38781,-121.54951,541,96
241,12,HASTINGS RESERVE,HAS,36.38540,-121.55293,519,82
603,9,Sunol,SUN,37.60157,-121.87363,81,82
151,6,Cottonwood,CTW,40.36756,-122.29284,132,82
153,4,Cottonwood,CTW,40.36277,-122.29977,133,69
670,2,York Mountain Road ,YORK,35.54924,-120.78675,282,82
671,6,York Mountain Road ,YORK,35.54896,-120.78661,281,75
463,10,Ojai,OJAI,34.45443,-119.23152,245,89
287,8,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81006,-120.67004,286,61
289,6,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77844,-120.69317,201,61
186,16,Dry Creek,DRY,37.64569,-120.84776,35,89
542,14,Restoration Oaks Ranch,RO,34.55357,-120.18461,207,82
541,11,Restoration Oaks Ranch,RO,34.55341,-120.18465,207,124
568,7,SANTA MARGARITA,SMAR,35.35506,-120.54056,347,54
567,9,SANTA MARGARITA,SMAR,35.35473,-120.53982,345,89
118,4,"Cordon Ridge, 1200 m",CR12,35.00539,-118.66588,1241,96
113,11,"Cordon Ridge, 1200 m",CR12,35.00529,-118.66748,1219,96
117,9,"Cordon Ridge, 1200 m",CR12,35.00558,-118.66608,1236,117
376,12,Meridian,MRD,39.18699,-121.89870,1,82
383,7,Meridian,MRD,39.18719,-121.92999,11,75
365,9,McLaughlin,MCL,38.86998,-122.42288,638,82
361,12,McLaughlin,MCL,38.87354,-122.42544,641,89
209,5,FORT HUNTER LIGGETT,FHL,35.98026,-121.23441,301,54
210,2,FORT HUNTER LIGGETT,FHL,35.98042,-121.23280,300,82
665,15,York Mountain Road ,YORK,35.55022,-120.79166,253,131
669,7,York Mountain Road ,YORK,35.55177,-120.77532,272,89
23,8,Bear River,BER,38.99662,-121.10839,402,82
140,6,"Cordon Ridge, 900 m",CR9,35.00481,-118.69210,930,69
646,4,Williams,WIL,39.00362,-122.35478,320,61
647,8,Williams,WIL,39.00313,-122.35464,317,124
56,13,Caswell Memorial SP,CAS,37.70553,-121.17966,28,89
61,5,Caswell Memorial SP,CAS,37.69425,-121.18423,11,61
651,12,Willits,WLT,39.41143,-123.34687,416,138
656,8,Willits,WLT,39.38100,-123.34228,425,75
655,12,Willits,WLT,39.38292,-123.34292,431,103
305,11,Jasper Ridge,JAS,37.40496,-122.24105,124,96
308,3,Jasper Ridge,JAS,37.40400,-122.23984,115,61
388,4,Middle Creek CG,MCK,39.25236,-122.95158,443,69
386,3,Middle Creek CG,MCK,39.25364,-122.95068,444,82
160,1,COTTONWOOD CANYON ROAD,COT,34.99192,-119.88856,624,61
164,11,COTTONWOOD CANYON ROAD,COT,34.99022,-119.88841,624,117
547,12,Round Valley,ROV,39.74828,-123.24841,438,89
549,2,Round Valley,ROV,39.75858,-123.24104,430,61
343,8,Madera Transect,MAD,36.96898,-119.24734,605,124
340,5,Madera Transect,MAD,36.96933,-119.24700,597,69
171,13,Cottonwood Drainage,CD16,34.97466,-118.59244,1631,96
431,7,Mt. Hamilton Mid,HAMm,37.32615,-121.67009,665,89
478,6,Paynes Creek,PAY,40.31395,-122.07048,193,96
480,7,Paynes Creek,PAY,40.31465,-122.06873,190,89
196,3,Dunlap,DUN,36.74155,-119.13927,556,61
190,6,Dunlap,DUN,36.74545,-119.16129,523,75
37,2,Blue Oak Ranch (a.k.a. BORR),BLU,37.35404,-121.72572,508,82
36,4,Blue Oak Ranch (a.k.a. BORR),BLU,37.35367,-121.72585,511,89
203,9,Folsom,FOL,38.63329,-121.21475,35,75
202,13,Folsom,FOL,38.63316,-121.21493,50,124
505,13,PINNACLES NM,PIN,36.49248,-121.14843,322,96
504,12,PINNACLES NM,PIN,36.49177,-121.14754,321,82
77,9,Chews Ridge,CHW,36.34486,-121.58036,1054,96
84,11,Chews Ridge,CHW,36.31253,-121.57212,1492,96
413,12,Morgan Hill,MOH,37.13591,-121.70014,172,103
410,9,Morgan Hill,MOH,37.16491,-121.71479,95,89
22,10,Bakersfield Natl Cemetary,BNC,35.25439,-118.66648,608,75
399,5,Middletown,MDT,38.75914,-122.60471,334,69
398,15,Middletown,MDT,38.75858,-122.60500,335,82
251,14,Healdsburg,HEA,38.61270,-122.82998,50,89
252,1,Healdsburg,HEA,38.61236,-122.83163,54,75
587,7,Springville,SPR,36.09481,-118.83675,235,69
588,10,Springville,SPR,36.04868,-118.85880,222,75
64,6,Centerville,CEN,36.74602,-119.47566,129,82
67,2,Centerville,CEN,36.74763,-119.47269,125,61
286,12,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.80846,-120.67199,289,103
284,15,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78269,-120.68856,225,117
493,9,Penn Valley,PEN,39.20380,-121.17965,427,96
496,8,Penn Valley,PEN,39.20424,-121.19050,419,late germ
662,5,Woodson Bridge SRA/Tehama CP,WOO,39.91042,-122.08910,61,75
657,9,Woodson Bridge SRA/Tehama CP,WOO,39.90974,-122.08971,56,82
220,14,Fort Tejon State Park,FT,34.87311,-118.89350,972,89
217,9,Fort Tejon State Park,FT,34.87443,-118.89521,977,89
487,16,PEACH TREE ROAD,PT,36.14315,-120.75333,442,82
488,14,PEACH TREE ROAD,PT,36.13889,-120.75064,446,82
326,2,Laytonville,LAY,39.65136,-123.48235,510,69
322,1,Laytonville,LAY,39.66592,-123.47726,509,75
513,3,Platina,PLA,40.31919,-122.78493,460,61
240,10,HASTINGS RESERVE,HAS,36.38751,-121.54993,537,103
244,1,HASTINGS RESERVE,HAS,36.38447,-121.55448,515,82
601,9,Sunol,SUN,37.60099,-121.87363,81,82
152,5,Cottonwood,CTW,40.36642,-122.29591,132,75
154,1,Cottonwood,CTW,40.36020,-122.30672,134,69
668,4,York Mountain Road ,YORK,35.55151,-120.77808,283,82
666,7,York Mountain Road ,YORK,35.55196,-120.77879,284,89
462,10,Ojai,OJAI,34.44140,-119.24530,230,89
283,8,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77914,-120.69231,222,110
282,7,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77833,-120.69300,224,96
613,5,Tehachapi,TAC,35.11889,-118.48441,1259,82
609,2,Tehachapi,TAC,35.11741,-118.48917,1270,82
91,1,Chico,CHI,39.70629,-121.78463,87,69
90,8,Chico,CHI,39.71188,-121.78548,85,117
311,7,Kaweah,KAW,36.33762,-119.17043,119,61
275,3,HOLLISTER HILLS,HH,36.77595,-121.40640,223,61
271,3,HOLLISTER HILLS,HH,36.77734,-121.40459,199,96
421,8,Mountain Ranch (a.k.a. 101),MTR,38.26668,-120.50298,678,75
423,4,Mountain Ranch (a.k.a. 101),MTR,38.26685,-120.49714,694,82
122,8,"Cordon Ridge, 1500 m",CR15,35.00143,-118.65051,1521,89
121,7,"Cordon Ridge, 1500 m",CR15,35.00161,-118.65046,1524,110
371,5,Merced River,MER,37.51744,-120.35764,96,61
373,2,Merced River,MER,37.51684,-120.36082,91,69
350,5,Malibu Creek State Park,MC,34.09808,-118.71538,160,61
344,8,Malibu Creek State Park,MC,34.09454,-118.71642,166,89
84,10,Chews Ridge,CHW,36.31253,-121.57212,1492,96
81,9,Chews Ridge,CHW,36.34139,-121.58068,1093,82
253,12,Healdsburg,HEA,38.61300,-122.83650,53,82
252,11,Healdsburg,HEA,38.61236,-122.83163,54,89
146,5,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,131
147,11,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,89
267,8,Hidden Valley (Thousand Oaks),HV,34.15295,-118.90733,316,117
586,13,Springville,SPR,36.08004,-118.89775,225,late germ
589,6,Springville,SPR,36.04934,-118.85868,226,82
472,7,Oneals=Oakhurst,OAK,37.33840,-119.65725,712,82
600,6,Sunol,SUN,37.60109,-121.87374,81,103
601,12,Sunol,SUN,37.60099,-121.87363,81,89
170,6,Cottonwood Drainage,CD16,34.97511,-118.59252,1637,75
166,7,Cottonwood Drainage,CD16,34.97554,-118.59336,1643,117
219,1,Fort Tejon State Park,FT,34.87317,-118.89433,975,61
214,12,Fort Tejon State Park,FT,34.87458,-118.89292,973,75
60,6,Caswell Memorial SP,CAS,37.69556,-121.18165,15,61
59,4,Caswell Memorial SP,CAS,37.69561,-121.18295,18,54
550,10,Round Valley,ROV,39.75863,-123.24069,428,82
548,4,Round Valley,ROV,39.75122,-123.24845,435,82
566,6,SANTA MARGARITA,SMAR,35.35508,-120.54007,346,103
567,8,SANTA MARGARITA,SMAR,35.35473,-120.53982,345,82
243,1,HASTINGS RESERVE,HAS,36.38140,-121.55375,607,75
239,9,HASTINGS RESERVE,HAS,36.38781,-121.54951,541,96
6,7,Alhambra,ALH,37.96543,-122.19367,146,61
3,4,Alhambra,ALH,37.96985,-122.17661,202,61
105,1,Coalinga Road,COA,36.40269,-120.94995,535,61
106,7,Coalinga Road,COA,36.40207,-120.95003,539,75
456,2,Oak Grove,OKG,38.05616,-121.36335,-4,69
459,8,Oak Grove,OKG,38.05551,-121.36244,-3,96
554,2,Santa Clarita,SCL,34.40050,-118.57192,390,61
555,10,Santa Clarita,SCL,34.40054,-118.57149,394,131
447,1,Novato,NOV,38.10754,-122.57954,8,75
451,12,Novato,NOV,38.08725,-122.59093,48,75
177,9,CRESTON ,CRE,35.53080,-120.51951,334,82
487,12,PEACH TREE ROAD,PT,36.14315,-120.75333,442,82
484,2,PEACH TREE ROAD,PT,36.13808,-120.75002,445,75
473,9,Patterson,PAT,37.49353,-121.08161,18,75
22,1,Bakersfield Natl Cemetary,BNC,35.25439,-118.66648,608,49
393,7,Middletown,MDT,38.75961,-122.60428,332,124
399,6,Middletown,MDT,38.75914,-122.60471,334,75
299,12,Island,ISL,36.35385,-119.83384,64,110
296,2,Island,ISL,36.34760,-119.82504,61,69
525,3,Red Bluff,RED,40.15633,-122.20159,78,69
523,13,Red Bluff,RED,40.12669,-122.12164,65,82
431,6,Mt. Hamilton Mid,HAMm,37.32615,-121.67009,665,?
28,11,Bellota,BEL,38.05196,-121.01424,59,96
32,6,Bellota,BEL,38.05064,-121.01234,48,61
237,3,Gravelly Valley,GRV,39.44815,-122.96244,562,54
235,1,Gravelly Valley,GRV,39.44874,-122.96412,557,82
225,15,George J Hatfield SRA,HAT,37.35170,-120.96173,18,69
222,8,George J Hatfield SRA,HAT,37.34690,-120.87823,22,69
573,12,SEDGWICK RESERVE,SW,34.68844,-120.03652,326,82
576,6,SEDGWICK RESERVE,SW,34.69334,-120.03813,331,75
158,3,COTTONWOOD CANYON ROAD,COT,34.99212,-119.88892,631,82
161,12,COTTONWOOD CANYON ROAD,COT,34.99176,-119.88843,618,110
326,9,Laytonville,LAY,39.65136,-123.48235,510,89
319,7,Laytonville,LAY,39.68850,-123.48817,493,89
512,7,Platina,PLA,40.31898,-122.78387,459,82
508,14,Platina,PLA,40.28987,-122.60182,220,82
26,16,Bear River,BER,39.03440,-121.10777,424,89
258,13,Henry Coe area,COE,37.08118,-121.46841,267,82
256,5,Henry Coe area,COE,37.07872,-121.46686,264,110
412,4,Morgan Hill,MOH,37.14795,-121.69316,109,82
414,3,Morgan Hill,MOH,37.12965,-121.70267,159,82
38,9,Blue Oak Ranch (a.k.a. BORR),BLU,37.35621,-121.72627,495,96
40,16,Blue Oak Ranch (a.k.a. BORR),BLU,37.35782,-121.72746,476,82
428,7,Mt. Hamilton High,HAMh,37.34233,-121.64989,1112,82
150,1,Cottonwood,CTW,40.36754,-122.29123,132,69
151,9,Cottonwood,CTW,40.36756,-122.29284,132,82
615,2,Tehachapi,TAC,35.11386,-118.48926,1292,75
614,5,Tehachapi,TAC,35.12270,-118.48340,1239,75
86,5,Chico,CHI,39.71180,-121.78388,81,117
88,3,Chico,CHI,39.71196,-121.78434,76,82
313,7,Kaweah,KAW,36.33637,-119.16900,118,75
269,13,HOLLISTER HILLS,HH,36.77565,-121.40834,198,89
270,12,HOLLISTER HILLS,HH,36.77647,-121.40765,193,89
416,12,Mountain Ranch (a.k.a. 101),MTR,38.27729,-120.50703,746,103
419,13,Mountain Ranch (a.k.a. 101),MTR,38.27252,-120.50473,718,96
123,4,"Cordon Ridge, 1500 m",CR15,35.00166,-118.65096,1519,89
124,6,"Cordon Ridge, 1500 m",CR15,35.00159,-118.65189,1513,103
370,3,Merced River,MER,37.52504,-120.32188,110,69
375,1,Merced River,MER,37.51723,-120.37267,88,49
349,1,Malibu Creek State Park,MC,34.09605,-118.71721,164,69
346,12,Malibu Creek State Park,MC,34.09775,-118.71652,165,152
77,6,Chews Ridge,CHW,36.34486,-121.58036,1054,96
83,14,Chews Ridge,CHW,36.31268,-121.57240,1492,110
246,1,Healdsburg,HEA,38.61366,-122.82761,68,61
248,6,Healdsburg,HEA,38.61417,-122.82976,47,61
145,11,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,69
148,3,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,145
265,4,Hidden Valley (Thousand Oaks),HV,34.15254,-118.90374,311,82
592,10,Springville,SPR,36.04523,-118.85690,239,82
587,2,Springville,SPR,36.09481,-118.83675,235,61
471,4,Oneals=Oakhurst,OAK,37.33256,-119.65646,699,69
603,5,Sunol,SUN,37.60157,-121.87363,81,61
606,11,Sunol,SUN,37.60355,-121.87331,81,89
165,2,Cottonwood Drainage,CD16,34.97555,-118.59370,1645,82
168,16,Cottonwood Drainage,CD16,34.97515,-118.59299,1638,103
218,13,Fort Tejon State Park,FT,34.87377,-118.89568,980,75
220,6,Fort Tejon State Park,FT,34.87311,-118.89350,972,75
58,2,Caswell Memorial SP,CAS,37.69557,-121.18346,19,75
55,2,Caswell Memorial SP,CAS,37.70627,-121.17850,34,69
552,6,Round Valley,ROV,39.75847,-123.23589,425,103
547,7,Round Valley,ROV,39.74828,-123.24841,438,75
561,4,SANTA MARGARITA,SMAR,,,,89
568,5,SANTA MARGARITA,SMAR,35.35506,-120.54056,347,49
241,5,HASTINGS RESERVE,HAS,36.38540,-121.55293,519,75
245,11,HASTINGS RESERVE,HAS,36.38061,-121.55290,634,75
4,9,Alhambra,ALH,37.96935,-122.17589,198,75
1,1,Alhambra,ALH,37.96990,-122.16970,176,54
109,9,Coalinga Road,COA,36.39837,-120.94697,538,82
108,3,Coalinga Road,COA,36.39672,-120.94881,540,54
458,2,Oak Grove,OKG,38.05582,-121.36349,-3,54
460,11,Oak Grove,OKG,38.05566,-121.36263,-2,89
556,14,Santa Clarita,SCL,34.39997,-118.57200,393,late germ
559,4,Santa Clarita,SCL,34.39884,-118.57075,421,69
450,7,Novato,NOV,38.08614,-122.59032,43,late germ
452,5,Novato,NOV,38.08955,-122.59269,53,82
173,3,CRESTON ,CRE,35.53469,-120.52434,332,54
488,6,PEACH TREE ROAD,PT,36.13889,-120.75064,446,82
485,2,PEACH TREE ROAD,PT,36.14391,-120.75369,442,96
474,9,Patterson,PAT,37.49286,-121.08331,19,89
16,11,Bakersfield Natl Cemetary,BNC,35.25503,-118.67350,603,110
397,6,Middletown,MDT,38.76043,-122.60333,332,61
396,11,Middletown,MDT,38.76055,-122.60381,332,89
295,8,Island,ISL,36.34470,-119.82507,60,69
300,4,Island,ISL,36.36639,-119.80563,64,96
526,8,Red Bluff,RED,40.15539,-122.20391,79,82
522,7,Red Bluff,RED,40.14780,-122.13824,66,82
432,8,Mt. Hamilton Mid,HAMm,37.32615,-121.67009,665,117
30,15,Bellota,BEL,38.05098,-121.01411,56,69
27,10,Bellota,BEL,38.05424,-121.01402,68,145
236,9,Gravelly Valley,GRV,39.44848,-122.96397,557,82
233,1,Gravelly Valley,GRV,39.44881,-122.96497,555,69
224,2,George J Hatfield SRA,HAT,37.34638,-120.94753,17,49
223,6,George J Hatfield SRA,HAT,37.34638,-120.94698,19,69
571,14,SEDGWICK RESERVE,SW,34.68625,-120.03488,320,103
574,10,SEDGWICK RESERVE,SW,34.68820,-120.03615,323,75
160,8,COTTONWOOD CANYON ROAD,COT,34.99192,-119.88856,624,82
162,5,COTTONWOOD CANYON ROAD,COT,34.99233,-119.88839,613,96
325,12,Laytonville,LAY,39.65170,-123.48409,509,117
322,12,Laytonville,LAY,39.66592,-123.47726,509,96
511,8,Platina,PLA,40.31795,-122.78255,454,61
509,8,Platina,PLA,40.28982,-122.61132,224,89
